Country,Indicator,Percentile,Year,Value
Brazil,gptinc_pall_992_j_BR,pall,1913,Unnamed: 4
Brazil,gptinc_pall_992_j_BR,pall,1914,
Brazil,gptinc_pall_992_j_BR,pall,1915,
Brazil,gptinc_pall_992_j_BR,pall,1916,
Brazil,gptinc_pall_992_j_BR,pall,1917,
Brazil,gptinc_pall_992_j_BR,pall,1918,
Brazil,gptinc_pall_992_j_BR,pall,1919,
Brazil,gptinc_pall_992_j_BR,pall,1920,
Brazil,gptinc_pall_992_j_BR,pall,1921,
Brazil,gptinc_pall_992_j_BR,pall,1922,
Brazil,gptinc_pall_992_j_BR,pall,1923,
Brazil,gptinc_pall_992_j_BR,pall,1924,
Brazil,gptinc_pall_992_j_BR,pall,1925,
Brazil,gptinc_pall_992_j_BR,pall,1926,
Brazil,gptinc_pall_992_j_BR,pall,1927,
Brazil,gptinc_pall_992_j_BR,pall,1928,
Brazil,gptinc_pall_992_j_BR,pall,1929,
Brazil,gptinc_pall_992_j_BR,pall,1930,
Brazil,gptinc_pall_992_j_BR,pall,1931,
Brazil,gptinc_pall_992_j_BR,pall,1932,
Brazil,gptinc_pall_992_j_BR,pall,1933,
Brazil,gptinc_pall_992_j_BR,pall,1934,
Brazil,gptinc_pall_992_j_BR,pall,1935,
Brazil,gptinc_pall_992_j_BR,pall,1936,
Brazil,gptinc_pall_992_j_BR,pall,1937,
Brazil,gptinc_pall_992_j_BR,pall,1938,
Brazil,gptinc_pall_992_j_BR,pall,1939,
Brazil,gptinc_pall_992_j_BR,pall,1940,
Brazil,gptinc_pall_992_j_BR,pall,1941,
Brazil,gptinc_pall_992_j_BR,pall,1942,
Brazil,gptinc_pall_992_j_BR,pall,1943,
Brazil,gptinc_pall_992_j_BR,pall,1944,
Brazil,gptinc_pall_992_j_BR,pall,1945,
Brazil,gptinc_pall_992_j_BR,pall,1946,
Brazil,gptinc_pall_992_j_BR,pall,1947,
Brazil,gptinc_pall_992_j_BR,pall,1948,
Brazil,gptinc_pall_992_j_BR,pall,1949,
Brazil,gptinc_pall_992_j_BR,pall,1950,
Brazil,gptinc_pall_992_j_BR,pall,1951,
Brazil,gptinc_pall_992_j_BR,pall,1952,
Brazil,gptinc_pall_992_j_BR,pall,1953,
Brazil,gptinc_pall_992_j_BR,pall,1954,
Brazil,gptinc_pall_992_j_BR,pall,1955,
Brazil,gptinc_pall_992_j_BR,pall,1956,
Brazil,gptinc_pall_992_j_BR,pall,1957,
Brazil,gptinc_pall_992_j_BR,pall,1958,
Brazil,gptinc_pall_992_j_BR,pall,1959,
Brazil,gptinc_pall_992_j_BR,pall,1960,
Brazil,gptinc_pall_992_j_BR,pall,1961,
Brazil,gptinc_pall_992_j_BR,pall,1962,
Brazil,gptinc_pall_992_j_BR,pall,1963,
Brazil,gptinc_pall_992_j_BR,pall,1964,
Brazil,gptinc_pall_992_j_BR,pall,1965,
Brazil,gptinc_pall_992_j_BR,pall,1966,
Brazil,gptinc_pall_992_j_BR,pall,1967,
Brazil,gptinc_pall_992_j_BR,pall,1968,
Brazil,gptinc_pall_992_j_BR,pall,1969,
Brazil,gptinc_pall_992_j_BR,pall,1970,
Brazil,gptinc_pall_992_j_BR,pall,1971,
Brazil,gptinc_pall_992_j_BR,pall,1972,
Brazil,gptinc_pall_992_j_BR,pall,1973,
Brazil,gptinc_pall_992_j_BR,pall,1974,
Brazil,gptinc_pall_992_j_BR,pall,1975,
Brazil,gptinc_pall_992_j_BR,pall,1976,
Brazil,gptinc_pall_992_j_BR,pall,1977,
Brazil,gptinc_pall_992_j_BR,pall,1978,
Brazil,gptinc_pall_992_j_BR,pall,1979,
Brazil,gptinc_pall_992_j_BR,pall,1980,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1981,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1982,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1983,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1984,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1985,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1986,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1987,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1988,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1989,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1990,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1991,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1992,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1993,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1994,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1995,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1996,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1997,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1998,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,1999,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,2000,703.332.456.574
Brazil,gptinc_pall_992_j_BR,pall,2001,703.332.401.451
Brazil,gptinc_pall_992_j_BR,pall,2002,698.363.054.514
Brazil,gptinc_pall_992_j_BR,pall,2003,700.930.979.132
Brazil,gptinc_pall_992_j_BR,pall,2004,695.779.965.312
Brazil,gptinc_pall_992_j_BR,pall,2005,694.742.419.118
Brazil,gptinc_pall_992_j_BR,pall,2006,692.342.451.537
Brazil,gptinc_pall_992_j_BR,pall,2007,678.960.839.244
Brazil,gptinc_pall_992_j_BR,pall,2008,679.478.423.164
Brazil,gptinc_pall_992_j_BR,pall,2009,676.530.183.375
Brazil,gptinc_pall_992_j_BR,pall,2010,681.059.548.891
Brazil,gptinc_pall_992_j_BR,pall,2011,685.495.783.221
Brazil,gptinc_pall_992_j_BR,pall,2012,678.223.949.122
Brazil,gptinc_pall_992_j_BR,pall,2013,67.092.909.439
Brazil,gptinc_pall_992_j_BR,pall,2014,673.175.652.815
Brazil,gptinc_pall_992_j_BR,pall,2015,681.661.000.026
Brazil,gptinc_pall_992_j_BR,pall,2016,684.539.124.598
Brazil,gptinc_pall_992_j_BR,pall,2017,682.092.955.454
Brazil,gptinc_pall_992_j_BR,pall,2018,680.898.739.036
Brazil,gptinc_pall_992_j_BR,pall,2019,672.211.377.478
Brazil,gptinc_pall_992_j_BR,pall,2020,686.967.434.001
Brazil,gptinc_pall_992_j_BR,pall,2021,686.967.425.037
Brazil,sptinc_p0p50_992_j_BR,p0p50,1913,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1914,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1915,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1916,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1917,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1918,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1919,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1920,973
Brazil,sptinc_p0p50_992_j_BR,p0p50,1921,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1922,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1923,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1924,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1925,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1926,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1927,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1928,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1929,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1930,933
Brazil,sptinc_p0p50_992_j_BR,p0p50,1931,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1932,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1933,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1934,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1935,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1936,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1937,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1938,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1939,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1940,879
Brazil,sptinc_p0p50_992_j_BR,p0p50,1941,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1942,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1943,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1944,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1945,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1946,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1947,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1948,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1949,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1950,933
Brazil,sptinc_p0p50_992_j_BR,p0p50,1951,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1952,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1953,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1954,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1955,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1956,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1957,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1958,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1959,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1960,999
Brazil,sptinc_p0p50_992_j_BR,p0p50,1961,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1962,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1963,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1964,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1965,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1966,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1967,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1968,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1969,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1970,959
Brazil,sptinc_p0p50_992_j_BR,p0p50,1971,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1972,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1973,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1974,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1975,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1976,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1977,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1978,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1979,
Brazil,sptinc_p0p50_992_j_BR,p0p50,1980,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1981,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1982,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1983,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1984,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1985,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1986,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1987,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1988,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1989,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1990,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1991,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1992,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1993,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1994,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1995,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1996,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1997,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1998,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,1999,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,2000,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,2001,855
Brazil,sptinc_p0p50_992_j_BR,p0p50,2002,875
Brazil,sptinc_p0p50_992_j_BR,p0p50,2003,875
Brazil,sptinc_p0p50_992_j_BR,p0p50,2004,897
Brazil,sptinc_p0p50_992_j_BR,p0p50,2005,92
Brazil,sptinc_p0p50_992_j_BR,p0p50,2006,941
Brazil,sptinc_p0p50_992_j_BR,p0p50,2007,1.009
Brazil,sptinc_p0p50_992_j_BR,p0p50,2008,1.017
Brazil,sptinc_p0p50_992_j_BR,p0p50,2009,1.031
Brazil,sptinc_p0p50_992_j_BR,p0p50,2010,1.023
Brazil,sptinc_p0p50_992_j_BR,p0p50,2011,1.015
Brazil,sptinc_p0p50_992_j_BR,p0p50,2012,1.056
Brazil,sptinc_p0p50_992_j_BR,p0p50,2013,1.076
Brazil,sptinc_p0p50_992_j_BR,p0p50,2014,1.067
Brazil,sptinc_p0p50_992_j_BR,p0p50,2015,1.027
Brazil,sptinc_p0p50_992_j_BR,p0p50,2016,973
Brazil,sptinc_p0p50_992_j_BR,p0p50,2017,974
Brazil,sptinc_p0p50_992_j_BR,p0p50,2018,977
Brazil,sptinc_p0p50_992_j_BR,p0p50,2019,1.014
Brazil,sptinc_p0p50_992_j_BR,p0p50,2020,917
Brazil,sptinc_p0p50_992_j_BR,p0p50,2021,917
Brazil,sptinc_p50p90_992_j_BR,p50p90,1913,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1914,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1915,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1916,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1917,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1918,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1919,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1920,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1921,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1922,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1923,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1924,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1925,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1926,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1927,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1928,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1929,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1930,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1931,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1932,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1933,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1934,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1935,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1936,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1937,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1938,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1939,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1940,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1941,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1942,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1943,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1944,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1945,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1946,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1947,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1948,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1949,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1950,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1951,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1952,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1953,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1954,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1955,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1956,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1957,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1958,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1959,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1960,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1961,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1962,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1963,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1964,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1965,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1966,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1967,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1968,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1969,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1970,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1971,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1972,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1973,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1974,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1975,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1976,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1977,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1978,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1979,
Brazil,sptinc_p50p90_992_j_BR,p50p90,1980,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1981,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1982,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1983,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1984,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1985,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1986,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1987,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1988,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1989,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1990,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1991,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1992,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1993,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1994,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1995,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1996,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1997,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1998,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,1999,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,2000,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,2001,3.054
Brazil,sptinc_p50p90_992_j_BR,p50p90,2002,3.077
Brazil,sptinc_p50p90_992_j_BR,p50p90,2003,3.031
Brazil,sptinc_p50p90_992_j_BR,p50p90,2004,3.082
Brazil,sptinc_p50p90_992_j_BR,p50p90,2005,3.019
Brazil,sptinc_p50p90_992_j_BR,p50p90,2006,3.035
Brazil,sptinc_p50p90_992_j_BR,p50p90,2007,3.126
Brazil,sptinc_p50p90_992_j_BR,p50p90,2008,3.074
Brazil,sptinc_p50p90_992_j_BR,p50p90,2009,3.099
Brazil,sptinc_p50p90_992_j_BR,p50p90,2010,3.029
Brazil,sptinc_p50p90_992_j_BR,p50p90,2011,296
Brazil,sptinc_p50p90_992_j_BR,p50p90,2012,3.005
Brazil,sptinc_p50p90_992_j_BR,p50p90,2013,3.084
Brazil,sptinc_p50p90_992_j_BR,p50p90,2014,3.063
Brazil,sptinc_p50p90_992_j_BR,p50p90,2015,2.985
Brazil,sptinc_p50p90_992_j_BR,p50p90,2016,3.134
Brazil,sptinc_p50p90_992_j_BR,p50p90,2017,3.184
Brazil,sptinc_p50p90_992_j_BR,p50p90,2018,3.216
Brazil,sptinc_p50p90_992_j_BR,p50p90,2019,3.279
Brazil,sptinc_p50p90_992_j_BR,p50p90,2020,3.253
Brazil,sptinc_p50p90_992_j_BR,p50p90,2021,3.253
Brazil,sptinc_p90p100_992_j_BR,p90p100,1913,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1914,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1915,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1916,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1917,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1918,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1919,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1920,6.123
Brazil,sptinc_p90p100_992_j_BR,p90p100,1921,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1922,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1923,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1924,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1925,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1926,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1927,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1928,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1929,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1930,6.282
Brazil,sptinc_p90p100_992_j_BR,p90p100,1931,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1932,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1933,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1934,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1935,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1936,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1937,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1938,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1939,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1940,6.494
Brazil,sptinc_p90p100_992_j_BR,p90p100,1941,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1942,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1943,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1944,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1945,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1946,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1947,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1948,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1949,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1950,6.282
Brazil,sptinc_p90p100_992_j_BR,p90p100,1951,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1952,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1953,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1954,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1955,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1956,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1957,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1958,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1959,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1960,6.016
Brazil,sptinc_p90p100_992_j_BR,p90p100,1961,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1962,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1963,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1964,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1965,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1966,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1967,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1968,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1969,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1970,6.176
Brazil,sptinc_p90p100_992_j_BR,p90p100,1971,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1972,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1973,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1974,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1975,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1976,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1977,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1978,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1979,
Brazil,sptinc_p90p100_992_j_BR,p90p100,1980,6.091
Brazil,sptinc_p90p100_992_j_BR,p90p100,1981,6.091
